Almoxarifado;Custo Líquido Atualizado;Custo Bruto Atualizado;SKU;Nome;Operação
FATURAMENTO VD RJ;37.95;37.95;8.24.92.15.00;Garrafa com Canudo Flip Zoo 384 ml Koala - Skip Hop;BB TUDO
FATURAMENTO VD RJ;41.81;41.81;8.24.92.16.00;Garrafa Flip Zoo Lhama Skip Hop;BB TUDO
FATURAMENTO VD RJ;41.81;41.81;8.24.92.16.00;Garrafa com Canudo Flip Zoo 384 ml Lhama - Skip Hop;BB TUDO
FATURAMENTO VD RJ;38.57;38.57;8.24.92.19.00;Garrafa Flip Zoo Unicórnio Skip Hop;BB TUDO
FATURAMENTO VD RJ;38.57;38.57;8.24.92.19.00;Garrafa com Canudo Flip Zoo 384 ml Unicórnio - Skip Hop;BB TUDO
FATURAMENTO VD RJ;95.81;95.81;8.24.92.51.00;Pote Térmico com Talher 325ml Zoo Borboleta - Skip Hop;BB TUDO
FATURAMENTO VD RJ;95.81;95.81;8.24.92.51.00;Pote Térmico com Talher Zoo Borboleta Skip Hop;BB TUDO
FATURAMENTO VD RJ;75.81;75.81;8.24.92.53.00;Pote Térmico com Talher 325ml Zoo Flamingo - Skip Hop;BB TUDO
FATURAMENTO VD RJ;121.34;121.34;8.24.92.54.00;Pote Térmico com Talher 325ml Zoo Koala - Skip Hop;BB TUDO
FATURAMENTO VD RJ;121.34;121.34;8.24.92.54.00;Pote Térmico com Talher Zoo Koala Skip Hop;BB TUDO
FATURAMENTO VD RJ;104.32;104.32;8.24.92.55.00;Pote Térmico com Talher 325ml Zoo Lhama - Skip Hop;BB TUDO
FATURAMENTO VD RJ;97.04;97.04;8.24.92.57.00;Pote Térmico com Talher 325ml Zoo Unicórnio - Skip Hop;BB TUDO
FATURAMENTO VD RJ;84.89;84.89;8.24.92.61.00;Pote Térmico Inox Com Talher 350 ml Leão - 3 Sprouts;BB TUDO
FATURAMENTO VD RJ;84.89;84.89;8.24.92.64.00;Pote Térmico Inox Com Talher 350 ml Urso - 3 Sprouts;BB TUDO
FATURAMENTO VD RJ;37.96;37.96;8.24.92.65.11;Garrafa Flip Zoo Cachorro Pug Skip Hop;BB TUDO
FATURAMENTO VD RJ;37.96;37.96;8.24.92.65.11;Garrafa com Canudo Flip Zoo 384 ml Cachorro Pug - Skip Hop;BB TUDO
FATURAMENTO VD RJ;121.87;121.87;8.24.92.66.00;Garrafa de Aço Inox 350ml Spark Style Arco-Íris - Skip Hop;BB TUDO
FATURAMENTO VD RJ;121.3;121.3;8.24.92.67.00;Garrafa de Aço Inox 350ml Spark Style Espaço - Skip Hop;BB TUDO
FATURAMENTO VD RJ;121.3;121.3;8.24.92.68.00;Garrafa de Aço Inox 350ml Spark Style Morango - Skip Hop;BB TUDO
FATURAMENTO VD RJ;294.69;294.69;8.24.92.70.00;Mala de Rodinha Infantil Zoo Unicórnio Skip Hop;BB TUDO
FATURAMENTO VD RJ;294.69;294.69;8.24.92.71.00;Mala de Rodinha Infantil Zoo Borboleta Skip Hop;BB TUDO
FATURAMENTO VD RJ;97.81;97.81;8.24.92.73.00;Lancheira Termica Infantil Zoo Dino SkipHop;BB TUDO
FATURAMENTO VD RJ;86.09;86.09;8.24.92.78.00;Lancheira Térmica Infantil com Zíper Zoo Borboleta - Skip Hop;BB TUDO
FATURAMENTO VD RJ;24.03;24.03;8.25.01.01.01;Protetor Solar Duplo Black - Safety 1st;BB TUDO
FATURAMENTO VD RJ;24.03;24.03;8.25.01.01.01;Protetor Solar Duplo Safety 1st Black;BB TUDO
FATURAMENTO VD RJ;386.08;386.08;8.25.01.01.06;Babá Eletrônica Smart Vision Safety 1st Branca;BB TUDO
FATURAMENTO VD RJ;37.42;37.42;8.25.01.02.01;Protetor Solar Stretch Black - Safety 1st;BB TUDO
FATURAMENTO VD RJ;37.42;37.42;8.25.01.02.01;Protetor Solar Stretch Safety 1st Black;BB TUDO
FATURAMENTO VD RJ;8.51;8.51;8.25.01.03.01;Trava para Cinto de Segurança Black - Safety 1st;BB TUDO
FATURAMENTO VD ES;8.51;8.51;8.25.01.03.01;Trava para Cinto de Segurança Black - Safety 1st;BB TUDO
FATURAMENTO VD RJ;8.51;8.51;8.25.01.03.01;Trava para Cinto de Segurança Safety 1st Black;BB TUDO
FATURAMENTO VD RJ;53.48;53.48;8.25.01.04.01;Espelho Back Seat Safety 1st Black;BB TUDO
FATURAMENTO VD RJ;53.48;53.48;8.25.01.04.01;Espelho Retrovisor Back Seat Black - Safety 1st;BB TUDO
FATURAMENTO VD RJ;52.01;52.01;8.25.01.05.10;Almofada para Cinto de Segurança Grey - Safety 1st;BB TUDO
FATURAMENTO VD RJ;52.01;52.01;8.25.01.05.10;Almofada para Cinto de Segurança Safety 1st Grey;BB TUDO
FATURAMENTO VD RJ;6.62;6.62;8.25.01.08.06;Trava Botão Secreto Safety 1st - White;BB TUDO
FATURAMENTO VD RJ;4.38;4.38;8.25.01.10.01;Trava de Armário Safety 1st - Black;BB TUDO
FATURAMENTO VD RJ;5.3;5.3;8.25.01.11.00;Protetor de Cantos Clear - Safety 1st;BB TUDO
FATURAMENTO VD RJ;5.3;5.3;8.25.01.11.00;Protetor de Cantos Safety 1st - Clear;BB TUDO
FATURAMENTO VD RJ;97.07;97.07;8.25.01.11.10;Almofada Apoio Suporte de Barriga para Gestantes Cinza - Fom Baby;BB TUDO
FATURAMENTO VD RJ;8.94;8.94;8.25.01.13.06;Cortador de Unha Anatômico Aqua White;BB TUDO
FATURAMENTO VD RJ;5.21;5.21;8.25.01.14.07;Meu Primeiro Kit de Unhas Blue - Safety 1st;BB TUDO
FATURAMENTO VD RJ;5.21;5.21;8.25.01.14.07;Meu Primeiro Kit de Unhas Safety 1st Blue;BB TUDO
FATURAMENTO VD RJ;5.94;5.94;8.25.01.15.18;Meu Primeiro Kit de Unhas - Pink;BB TUDO
FATURAMENTO VD RJ;5.94;5.94;8.25.01.15.18;Meu Primeiro Kit de Unhas Pink - Safety 1st;BB TUDO
FATURAMENTO VD RJ;4.15;4.15;8.25.01.16.06;Aspirador Nasal Infantil White - Safety 1St;BB TUDO
FATURAMENTO VD ES;5.31;5.31;8.25.01.16.06;Aspirador Nasal Infantil White - Safety 1St;BB TUDO
FATURAMENTO VD RJ;4.15;4.15;8.25.01.16.06;Aspirador Nasal Safety 1St - White;BB TUDO
FATURAMENTO VD ES;5.31;5.31;8.25.01.16.06;Aspirador Nasal Safety 1St - White;BB TUDO
FATURAMENTO VD ES;6.45;6.45;8.25.01.17.06;Aspirador Nasal Recém-Nascido - White;BB TUDO
FATURAMENTO VD RJ;5.22;5.22;8.25.01.17.06;Aspirador Nasal Recém-Nascido - White;BB TUDO
FATURAMENTO VD RJ;32.51;32.51;8.25.01.18.06;Kit Completo Cuidados do Bebê - Aqua White;BB TUDO
FATURAMENTO VD RJ;32.51;32.51;8.25.01.18.06;Kit Completo Cuidados do Bebê Aqua White - Safety 1st;BB TUDO
FATURAMENTO VD RJ;28.36;28.36;8.25.01.19.07;Kit Cuidados do Bebê - Blue;BB TUDO
FATURAMENTO VD RJ;28.36;28.36;8.25.01.19.07;Kit Cuidados do Bebê Blue - Safety 1st;BB TUDO
FATURAMENTO VD RJ;29.85;29.85;8.25.01.20.18;Kit Cuidados do Bebê - Pink;BB TUDO
FATURAMENTO VD RJ;29.85;29.85;8.25.01.20.18;Kit Cuidados do Bebê Pink - Safety 1st;BB TUDO
FATURAMENTO VD RJ;37.41;37.41;8.25.01.21.07;Pulseira de Segurança Watch Azul - Safety 1st;BB TUDO
FATURAMENTO VD RJ;37.41;37.41;8.25.01.21.07;Pulseira de segurança Watch Safety 1st - Azul;BB TUDO
FATURAMENTO VD RJ;37.41;37.41;8.25.01.22.18;Pulseira de Segurança Unicorn Rosa - Safety 1st;BB TUDO
FATURAMENTO VD RJ;37.41;37.41;8.25.01.22.18;Pulseira de segurança Unicorn Safety 1st - Rosa;BB TUDO
FATURAMENTO VD RJ;34.18;34.18;8.25.01.23.01;Adaptador de Cinto de Segurança para Gestantes Black - Safety 1st;BB TUDO
FATURAMENTO VD RJ;34.18;34.18;8.25.01.23.01;Adaptador de Cinto de Segurança para Gestantes Safety 1st - Black;BB TUDO
FATURAMENTO VD RJ;76.46;76.46;8.25.01.24.06;Dispenser Automático para Álcool Gel 300 ml White - Safety 1st;BB TUDO
FATURAMENTO VD RJ;76.46;76.46;8.25.01.24.06;Dispenser Automático para Álcool Gel Safety 1st - White;BB TUDO
FATURAMENTO VD RJ;5.3;5.3;8.25.01.25.06;Protetor de Tomada 10 Peças White - Safety 1st;BB TUDO
FATURAMENTO VD RJ;5.3;5.3;8.25.01.25.06;Protetor de Tomada 10 pç Safety 1st - White;BB TUDO
FATURAMENTO VD RJ;5.3;5.3;8.25.01.25.06;Protetor de Tomada 10 pç White - Safety 1st;BB TUDO
FATURAMENTO VD RJ;10.65;10.65;8.25.01.26.06;Protetor de Tomada 24 pç Safety 1st - White;BB TUDO
FATURAMENTO VD RJ;10.65;10.65;8.25.01.26.06;Protetor de Tomada 24 pç White - Safety 1st;BB TUDO
FATURAMENTO VD RJ;22.0;22.0;8.25.01.27.06;Redutor de Assento Infantil White Sea - Safety 1st;BB TUDO
FATURAMENTO VD RJ;22.0;22.0;8.25.01.27.06;Redutor de Assento Safety 1st White Sea;BB TUDO
FATURAMENTO VD RJ;4.68;4.68;8.25.01.28.11;Canudo Reutilizável Abre e Fecha Green - Safety 1st;BB TUDO
FATURAMENTO VD RJ;4.68;4.68;8.25.01.28.11;Canudo Reutilizável Abre e Fecha Safety 1st - Green;BB TUDO
FATURAMENTO VD RJ;4.68;4.68;8.25.01.29.18;Canudo Reutilizável Abre e Fecha Pink - Safety 1st;BB TUDO
FATURAMENTO VD RJ;4.68;4.68;8.25.01.29.18;Canudo Reutilizável Abre e Fecha Safety 1st - Pink;BB TUDO
FATURAMENTO VD RJ;4.68;4.68;8.25.01.30.11;2 Canudos Reutilizável Abre e Fecha Green e Pink - Safety 1st;BB TUDO
FATURAMENTO VD RJ;4.68;4.68;8.25.01.30.11;2 Canudos Reutilizável Abre e Fecha Safety 1st - Green e Pink;BB TUDO
FATURAMENTO VD RJ;4.68;4.68;8.25.01.31.07;2 Canudos Reutilizável Abre e Fecha Blue e Grey - Safety 1st;BB TUDO
FATURAMENTO VD RJ;4.68;4.68;8.25.01.31.07;2 Canudos Reutilizável Abre e Fecha Safety 1st - Blue e Grey;BB TUDO
FATURAMENTO VD RJ;4.31;4.31;8.25.01.32.01;Trava Flexível Multiuso Black - Safety 1st;BB TUDO
FATURAMENTO VD RJ;4.31;4.31;8.25.01.32.01;Trava Flexível Multiuso Safety 1st - Black;BB TUDO
FATURAMENTO VD RJ;4.31;4.31;8.25.01.33.18;Trava Flexível Multiuso Pink - Safety 1st;BB TUDO
FATURAMENTO VD RJ;332.38;332.38;8.25.01.34.06;Umidificador Stay Clean White Safety 1St;BB TUDO
FATURAMENTO VD RJ;61.53;61.53;8.25.01.35.01;Protetor de Banco Safety 1st Black;BB TUDO
FATURAMENTO VD RJ;14.91;14.91;8.25.01.36.03;Aspirador Nasal de Sucção Safety 1st Transparente;BB TUDO
FATURAMENTO VD RJ;14.91;14.91;8.25.01.36.03;Aspirador Nasal de Sucção Transparente - Safety 1st;BB TUDO
FATURAMENTO VD RJ;119.94;119.94;8.25.01.37.01;Apoio de Cabeça Safety 1st - Black;BB TUDO
FATURAMENTO VD RJ;120.0;120.0;8.25.01.38.06;Lixeira Anti-odor Smell Free Branca - Safety 1st;BB TUDO
FATURAMENTO VD RJ;120.0;120.0;8.25.01.38.06;Lixeira Anti-odor Smell Free Branca Safety 1st;BB TUDO
FATURAMENTO VD RJ;39.5;39.5;8.25.01.40.01;Mosquiteiro para Carrinho com Arco e Zíper Black - Safety 1st;BB TUDO
FATURAMENTO VD RJ;440.51;440.51;8.25.01.41.06;Babá Eletrônica Super Smart Vision White - Safety 1st;BB TUDO
FATURAMENTO VD RJ;15.52;15.52;8.25.01.42.01;Gancho Multiuso Grande Black - Safety 1st;BB TUDO
FATURAMENTO VD RJ;224.67;224.67;8.25.01.43.01;Protetor de Banco TT Top Tether Preto - Safety 1st;BB TUDO
FATURAMENTO VD RJ;1217.7;1217.7;8.25.02.01.06;Combo Linha Conectada Umidificador, Babá Eletrônica Luz e som e Luz de Berço - Maxi-Cosi;BB TUDO
FATURAMENTO VD RJ;1217.7;1217.7;8.25.02.01.06;Combo Linha Conectada White Maxi-Cosi;BB TUDO
FATURAMENTO VD RJ;838.53;838.53;8.25.02.04.06;Babá Eletrônica See Pro com Monitor White - Maxi-Cosi;BB TUDO
FATURAMENTO VD RJ;101.93;101.93;8.25.02.05.01;Filtro para Purificador de Ar Clean 3 Unidades Black - Maxi-Cosi;BB TUDO
FATURAMENTO VD RJ;332.42;332.42;8.25.02.06.06;Purificador de Ar Clean 3 em 1 White - Maxi-Cosi;BB TUDO
FATURAMENTO VD RJ;205.98;205.98;8.25.02.07.01;Redutor de Cadeirinha Para Recém-Nascidos Pearl 360 Pro Authentic Black - Maxi-Cosi;BB TUDO
FATURAMENTO VD RJ;114.93;114.93;8.25.02.35.06;Luz De Berço Glow Bivolt White - Maxi-cosi;BB TUDO
FATURAMENTO VD RJ;114.93;114.93;8.25.02.35.06;Luz de Berço Glow Maxi-Cosi White;BB TUDO
FATURAMENTO VD RJ;434.86;434.86;8.25.02.36.06;Umidificador Breathe Maxi-Cosi White;BB TUDO
FATURAMENTO VD RJ;434.86;434.86;8.25.02.36.06;Umidificador Breathe White - Maxi-Cosi;BB TUDO
FATURAMENTO VD RJ;372.41;372.41;8.25.02.37.06;Babá Eletrônica See Maxi-Cosi White;BB TUDO
FATURAMENTO VD RJ;372.41;372.41;8.25.02.37.06;Babá Eletrônica See White - Maxi-Cosi;BB TUDO
FATURAMENTO VD RJ;231.37;231.37;8.25.02.38.06;Luz e Som Maxi-Cosi White;BB TUDO
FATURAMENTO VD RJ;231.37;231.37;8.25.02.38.06;Luz e Som Soothe White - Maxi-Cosi;BB TUDO
FATURAMENTO VD RJ;231.37;231.37;8.25.02.38.06;Luz e Som Soothe White Linha Conectada - Maxi-Cosi;BB TUDO
FATURAMENTO VD ES;38.09;38.09;8.25.100.01.00;Aspirador Nasal Aspirar Baby com Estojo LikLuc;BB TUDO
FATURAMENTO VD RJ;35.82;35.82;8.25.100.01.00;Aspirador Nasal Aspirar Baby com Estojo LikLuc;BB TUDO
FATURAMENTO VD ES;30.9;30.9;8.25.100.02.00;Compressas Refrescantes para Alívio da Febre 04 Unid LikLuc;BB TUDO
FATURAMENTO VD ES;30.9;30.9;8.25.100.02.00;Xô Febre Compressas Refrescantes Para Alívio de Febre 04 Unidades - LikLuc;BB TUDO
FATURAMENTO VD RJ;18.93;18.93;8.25.100.02.00;Xô Febre Compressas Refrescantes Para Alívio de Febre 04 Unidades - LikLuc;BB TUDO
FATURAMENTO VD ES;8.8;8.8;8.25.100.03.00;Lenços Umedecidos Higienizadores para Utensílios do Bebê - LikLuc;BB TUDO
FATURAMENTO VD ES;8.8;8.8;8.25.100.03.00;Lenços Umedecidos Higienizadores para Utensílios do Bebê LikLuc;BB TUDO
FATURAMENTO VD RJ;7.37;7.37;8.25.100.03.00;Lenços Umedecidos Higienizadores para Utensílios do Bebê LikLuc;BB TUDO
FATURAMENTO VD ES;8.98;8.98;8.25.100.04.00;Lenços Umedecidos com Solução Salina Assoar Baby (20 Unidades) - LikLuc;BB TUDO
FATURAMENTO VD ES;14.85;14.85;8.25.100.05.00;Aparelho para Alívio da Dor na Hora da Injeção LikLuc;BB TUDO
FATURAMENTO VD RJ;11.67;11.67;8.25.100.05.00;Aparelho para Alívio da Dor na Hora da Injeção LikLuc;BB TUDO
FATURAMENTO VD ES;24.84;24.84;8.25.100.06.00;Espátula para Aplicar Pomada Pappum - LikLuc;BB TUDO
FATURAMENTO VD RJ;22.77;22.77;8.25.100.06.00;Espátula para Aplicar Pomada Pappum - LikLuc;BB TUDO
FATURAMENTO VD RJ;156.02;156.02;8.25.101.01.16;Inalador Air Mesh Colors com Bateria Amarelo - Medicate;BB TUDO
FATURAMENTO VD RJ;154.99;154.99;8.25.101.02.07;Inalador Air Mesh Colors com Bateria Azul Claro - Medicate;BB TUDO
FATURAMENTO VD RJ;157.9;157.9;8.25.101.03.07;Inalador Air Mesh Colors com Bateria Azul Escuro - Medicate;BB TUDO
FATURAMENTO VD RJ;171.2;171.2;8.25.101.04.18;Inalador Air Mesh Colors com Bateria Rosa - Medicate;BB TUDO
FATURAMENTO VD RJ;171.2;171.2;8.25.101.04.18;Inalador Air Mesh Colors com Bateria Rosa Medicate;BB TUDO
FATURAMENTO VD RJ;171.2;171.2;8.25.101.05.11;Inalador Air Mesh Colors com Bateria Verde - Medicate;BB TUDO
FATURAMENTO VD RJ;171.2;171.2;8.25.101.05.11;Inalador Air Mesh Colors com Bateria Verde Medicate;BB TUDO
FATURAMENTO VD RJ;113.95;113.95;8.25.105.04.18;Cesto Organizador Quadrado Unicórnio - 3 Sprouts;BB TUDO
FATURAMENTO VD RJ;166.2;166.2;8.25.105.05.10;Cesto Organizador Retangular Elefante - 3 Sprouts;BB TUDO
FATURAMENTO VD RJ;166.2;166.2;8.25.105.06.11;Cesto Organizador Retangular Dino - 3 Sprouts;BB TUDO
FATURAMENTO VD RJ;113.95;113.95;8.25.105.07.17;Cesto Organizador Quadrado Raposa  - 3 Sprouts;BB TUDO
FATURAMENTO VD RJ;113.95;113.95;8.25.105.08.06;Cesto Organizador Quadrado Panda - 3 Sprouts;BB TUDO
FATURAMENTO VD RJ;113.95;113.95;8.25.105.09.17;Cesto Organizador Quadrado Tigre - 3 Sprouts;BB TUDO
FATURAMENTO VD RJ;113.95;113.95;8.25.105.10.10;Cesto Organizador Quadrado Elefante - 3 Sprouts;BB TUDO
FATURAMENTO VD RJ;113.95;113.95;8.25.105.11.16;Cesto Organizador Quadrado Leão - 3 Sprouts;BB TUDO
FATURAMENTO VD RJ;113.95;113.95;8.25.105.12.10;Cesto Organizador Quadrado Lhama - 3 Sprouts;BB TUDO
FATURAMENTO VD RJ;52.07;52.07;8.25.108.02.00;Repelente Spray Protec Aplicação em Roupas e Tecidos em Geral - Aya Tech;BB TUDO
FATURAMENTO VD ES;52.07;52.07;8.25.108.02.00;Repelente Spray Protec Aplicação em Roupas e Tecidos em Geral - Aya Tech;BB TUDO
FATURAMENTO VD ES;5.0;5.0;8.25.119.01.00;Copo de Transição com Alça Rosa - Nuby;BB TUDO
FATURAMENTO VD ES;17.13;17.13;8.25.135.01.00;Adesivo Monitor de Febre Termo Friends 4 Und INR;BB TUDO
FATURAMENTO VD RJ;17.17;17.17;8.25.135.01.00;Adesivo Monitor de Febre Termo Friends 4 Und INR;BB TUDO
FATURAMENTO VD ES;13.17;13.17;8.25.135.02.00;Compressas Antitérmicas em Gel Fever Friends 4 Und - INR;BB TUDO
FATURAMENTO VD ES;9.7;9.7;8.25.135.03.00;Adesivo de Citronela Amo Protect 8 Und INR;BB TUDO
FATURAMENTO VD RJ;8.81;8.81;8.25.135.03.00;Adesivo de Citronela Amo Protect 8 Und INR;BB TUDO
FATURAMENTO VD ES;24.9;24.9;8.25.135.04.00;Adesivo de Citronela com 28 unidades - Amo Protect;BB TUDO
FATURAMENTO VD RJ;24.9;24.9;8.25.135.04.00;Adesivo de Citronela com 28 unidades - Amo Protect;BB TUDO
FATURAMENTO VD ES;8.4;8.4;8.25.135.05.00;Adesivo Calmante de Picadas de Insetos 20 unidades - Post Picada;BB TUDO
FATURAMENTO VD RJ;70.3;70.3;8.25.142.01.69;Boia Colete Infantil 25 a 35 kg Dinossauro - Sea Float;BB TUDO
FATURAMENTO VD RJ;70.3;70.3;8.25.142.01.69;Boia Colete Infantil Dinossauro Sea Float;BB TUDO
FATURAMENTO VD RJ;70.3;70.3;8.25.142.04.69;Boia Colete Infantil 25 a 35 kg Coração - Sea Float;BB TUDO
FATURAMENTO VD RJ;70.3;70.3;8.25.142.04.69;Boia Colete Infantil Coração Sea Float;BB TUDO
FATURAMENTO VD RJ;70.3;70.3;8.25.142.07.69;Boia Colete Infantil 25 a 35 kg Girafe - Sea Float;BB TUDO
FATURAMENTO VD RJ;70.3;70.3;8.25.142.07.69;Boia Colete Infantil Girafa Sea Float;BB TUDO
FATURAMENTO VD RJ;70.3;70.3;8.25.142.08.69;Boia Colete Infantil 25 a 35 kg Candy - Sea Float;BB TUDO
FATURAMENTO VD RJ;70.3;70.3;8.25.142.08.69;Boia Colete Infantil Candy Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.10.69;Boia Auxiliar Colete Infantil Coração Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.10.69;Boia Auxiliar Infantil Até 2 anos Coração - Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.12.69;Boia Auxiliar Colete Infantil Candy Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.12.69;Boia Auxiliar Infantil Até 2 anos Candy - Sea Float;BB TUDO
FATURAMENTO VD RJ;9.85;9.85;8.25.142.13.18;Boia Auxiliar Infantil Até 2 anos Flamingo - Sea Float;BB TUDO
FATURAMENTO VD RJ;9.86;9.86;8.25.142.14.11;Boia Auxiliar Infantil Até 2 anos Dinossauro - Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.16.01;Boia Auxiliar Colete Infantil Giraffe Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.16.01;Boia Auxiliar Infantil Até 2 anos Giraffe - Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.17.16;Boia Auxiliar Colete Infantil I'm Special Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.17.16;Boia Auxiliar Infantil Até 2 anos I'm Special - Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.19.18;Boia Auxiliar Colete Infantil Fundo do Mar Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.19.18;Boia Auxiliar Infantil Até 2 anos Fundo do Mar - Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.20.18;Boia Auxiliar Colete Infantil Unicórnio Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.20.18;Boia Auxiliar Infantil Até 2 anos Unicórnio - Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.21.69;Boia Auxiliar Colete Infantil Space Dino Sea Float;BB TUDO
FATURAMENTO VD RJ;9.59;9.59;8.25.142.21.69;Boia Auxiliar Infantil Até 2 anos Space Dino - Sea Float;BB TUDO
FATURAMENTO VD RJ;19.72;19.72;8.25.167.01.00;Desodorante Infantil Roll-On Vybe Antiperspirante 24 horas 70ml - Vegetal Brasil;BB TUDO
FATURAMENTO VD ES;19.72;19.72;8.25.167.01.00;Desodorante Infantil Roll-On Vybe Antiperspirante 24 horas 70ml - Vegetal Brasil;BB TUDO
FATURAMENTO VD RJ;53.28;53.28;8.25.169.01.10;Escorredor de Mamadeira e Acessórios Cinza - Kikka Boo;BB TUDO
FATURAMENTO VD RJ;14.9;14.9;8.25.179.01.06;Lenço Repelente com Aloe Vera Com 16 Lenços - Bug Boom;BB TUDO
FATURAMENTO VD RJ;14.9;14.9;8.25.179.02.17;Seringa Tira Picada Laranja - Bug Boom;BB TUDO
FATURAMENTO VD RJ;14.9;14.9;8.25.179.03.18;Seringa Tira Picada Laranja Rosa - Bug Boom;BB TUDO
FATURAMENTO VD RJ;14.9;14.9;8.25.179.04.11;Seringa Tira Picada Laranja Verde - Bug Boom;BB TUDO
FATURAMENTO VD RJ;49.94;49.94;8.25.23.10.07;Manta Infanti Azul;BB TUDO
FATURAMENTO VD RJ;49.94;49.94;8.25.23.10.07;Manta Infantil M Azul - Infanti;BB TUDO
FATURAMENTO VD RJ;49.94;49.94;8.25.23.11.18;Manta Infantil M Rosa - Infanti;BB TUDO
FATURAMENTO VD RJ;49.94;49.94;8.25.23.11.18;Manta Popcorn infanti Rosa;BB TUDO
FATURAMENTO VD RJ;28.45;28.45;8.25.23.15.00;Toalha com Capuz Balão - Infanti;BB TUDO
FATURAMENTO VD RJ;28.45;28.45;8.25.23.15.00;Toalha com Capuz Infanti Balão;BB TUDO
FATURAMENTO VD RJ;49.94;49.94;8.25.23.26.10;Manta Infanti Média Infanti - Cinza;BB TUDO
FATURAMENTO VD ES;176.79;176.79;8.25.39.01.06;Kit Banheira com Suporte Branco Burigotto;BB TUDO
FATURAMENTO VD RJ;25.63;25.63;8.25.47.08.18;Babador de Silicone com Cata Migalhas Porquinho Rosa - KaBaby;BB TUDO
FATURAMENTO VD RJ;227.05;227.05;8.25.47.115.06;Bomba Tira Leite Elétrica de Vestir Branco Kababy;BB TUDO
FATURAMENTO VD RJ;179.99;179.99;8.25.47.117.18;Lixeira Mágico Anti-Odor Rosa Kababy;BB TUDO
FATURAMENTO VD ES;12.95;12.95;8.25.47.120.18;Kit Manicure com Estojo Rosa - Kababy;BB TUDO
FATURAMENTO VD RJ;353.21;353.21;8.25.47.126.18;Massageador de Lactação Blush - Lumama;BB TUDO
FATURAMENTO VD ES;272.18;272.18;8.25.47.126.18;Massageador de Lactação Blush - Lumama;BB TUDO
FATURAMENTO VD RJ;179.99;179.99;8.25.47.127.07;Lixeira Mágico Anti-Odor Azul - Kababy;BB TUDO
FATURAMENTO VD RJ;175.93;175.93;8.25.47.30.06;Lixo Magico Anti-Odor Branco;BB TUDO
FATURAMENTO VD RJ;70.98;70.98;8.25.47.32.06;Luminária Musical Little Egg - KaBaby;BB TUDO
FATURAMENTO VD RJ;28.7;28.7;8.25.47.44.01;Kit 2 Cortinas Protetoras de Claridade e Guarda-sol;BB TUDO
FATURAMENTO VD RJ;17.97;17.97;8.25.47.69.10;Kit Manicure Infantil Premium Cinza - KaBaby;BB TUDO
FATURAMENTO VD RJ;21.18;21.18;8.25.47.79.16;Termômetro para Banheira Girafa;BB TUDO
FATURAMENTO VD ES;26.48;26.48;8.25.53.04.00;Recipiente Para Leite Materno 150ml WellBeing Chicco 4 Peças;BB TUDO
FATURAMENTO VD RJ;28.48;28.48;8.25.53.04.00;Recipiente Para Leite Materno 150ml WellBeing Chicco 4 Peças;BB TUDO
FATURAMENTO VD RJ;20.62;20.62;8.25.53.06.00;Chupeta Physio Soft Chicco 6-12M Transparente;BB TUDO
FATURAMENTO VD RJ;54.9;54.9;8.25.53.106.00;Kit de 3 packs de Lenços Umedecidos com Tampa Chicco de 72 unidades cada;BB TUDO
FATURAMENTO VD RJ;18.86;18.86;8.25.53.108.07;Mordedor com Pega Fresh Relax Chicco Amarelo e Azul;BB TUDO
FATURAMENTO VD RJ;4.83;4.83;8.25.53.110.11;Pack 2 Escovas Dentes 3-6 Anos Verde Chicco;BB TUDO
FATURAMENTO VD RJ;4.83;4.83;8.25.53.110.11;Pack 2 Escovas de Dentes 3 a 6 Anos Verde - Chicco;BB TUDO
FATURAMENTO VD RJ;20.7;20.7;8.25.53.113.00;Anel Mordedor Fresh Relax + Sabonete Líquido Relax 500ml + Necessaire - Chicco;BB TUDO
FATURAMENTO VD ES;70.6;70.6;8.25.53.114.07;Escova e Pente Azul + Tesourinha Azul Chicco;BB TUDO
FATURAMENTO VD RJ;64.68;64.68;8.25.53.114.07;Escova e Pente Azul + Tesourinha Azul Chicco;BB TUDO
FATURAMENTO VD RJ;134.74;134.74;8.25.53.128.00;Almofada Boppy Charcoal Geo Circ Chicco;BB TUDO
FATURAMENTO VD RJ;143.77;143.77;8.25.53.129.00;Almofada Boppy Grey Leaves Chicco;BB TUDO
